id,answer
1061,0
1062,0
1063,1
1064,1
1065,0
1066,1
1067,1
1068,0
1069,1
1070,0
1071,1
1072,1
1073,1
1074,1
1075,0
1076,1
1077,1
1078,1
1079,0
1080,1
1081,0
1082,0
1083,1
1084,1
1085,1
1086,1
1087,0
1088,0
1089,1
1090,1
1091,1
1092,0
1093,0
1094,1
1095,1
1096,1
1097,0
1098,0
1099,1
1100,1
1101,0
1102,0
1103,1
1104,0
1105,1
1106,1
1107,1
1108,0
1109,0
1110,1
1111,1
1112,1
1113,1
1114,0
1115,1
1116,0
1117,0
1118,0
1119,0
1120,0
1121,1
1122,1
1123,1
1124,0
1125,1
1126,0
1127,1
1128,1
1129,1
1130,1
1131,0
1132,1
1133,1
1134,1
1135,0
1136,1
1137,1
1138,0
1139,1
1140,1
1141,0
1142,1
1143,0
1144,1
1145,0
1146,0
1147,1
1148,0
1149,1
1150,1
1151,0
1152,0
1153,0
1154,0
1155,1
1156,1
1157,0
1158,0
1159,1
1160,0
1161,1
1162,1
1163,1
1164,1
1165,0
1166,1
1167,1
1168,0
1169,0
1170,1
1171,0
1172,1
1173,1
1174,0
1175,1
1176,0
1177,1
1178,0
1179,0
1180,1
1181,0
1182,1
1183,1
1184,1
1185,1
1186,1
1187,1
1188,1
1189,1
1190,1
1191,0
1192,0
1193,0
1194,0
1195,1
1196,0
1197,1
1198,1
1199,1
1200,0
1201,0
1202,1
1203,1
1204,0
1205,1
1206,0
1207,1
1208,0
1209,1
1210,0
1211,1
1212,1
1213,0
1214,1
1215,0
1216,1
1217,0
1218,1
1219,1
1220,0
1221,0
1222,0
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,0
1230,1
1231,0
1232,0
1233,1
1234,1
1235,1
1236,0
1237,1
1238,0
1239,0
1240,0
1241,1
1242,1
1243,0
1244,1
1245,0
1246,1
1247,1
1248,0
1249,0
1250,1
1251,1
1252,1
1253,1
1254,0
1255,1
1256,0
1257,1
1258,0
1259,1
1260,0
1261,1
1262,1
1263,1
1264,0
1265,0
1266,0
1267,0
1268,0
1269,1
1270,0
1271,0
1272,1
1273,0
1274,0
1275,1
1276,0
1277,0
1278,1
1279,0
1280,0
1281,0
1282,1
1283,1
1284,1
1285,1
1286,0
1287,1
1288,1
1289,1
1290,0
1291,1
1292,1
1293,0
1294,1
1295,0
1296,0
1297,0
1298,1
1299,1
1300,0
1301,0
1302,0
1303,1
1304,0
1305,0
1306,1
1307,0
1308,0
1309,0
1310,1
1311,1
1312,0
1313,1
1314,0
1315,1
1316,1
1317,1
1318,1
1319,0
1320,0
1321,1
1322,1
1323,1
1324,1
1325,0
1326,0
1327,1
1328,1
1329,0
1330,1
1331,0
1332,0
1333,0
1334,1
1335,1
1336,1
1337,1
1338,1
1339,0
1340,0
1341,1
1342,1
1343,1
1344,0
1345,1
1346,1
1347,1
1348,1
1349,0
1350,0
1351,0
1352,0
1353,1
1354,0
1355,1
1356,1
1357,1
1358,0
1359,1
1360,1
1361,0
1362,0
1363,1
1364,1
1365,0
1366,1
1367,0
1368,0
1369,1
1370,1
1371,0
1372,0
1373,0
1374,0
1375,1
1376,1
1377,1
1378,1
1379,0
1380,0
1381,0
1382,0
1383,1
1384,1
1385,1
1386,0
1387,1
1388,0
1389,1
1390,1
1391,0
1392,0
1393,1
1394,0
1395,1
1396,0
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,0
1404,1
1405,1
1406,0
1407,1
1408,1
1409,1
1410,1
1411,1
1412,0
1413,1
1414,0
1415,1
1416,0
1417,1
1418,0
1419,0
1420,1
1421,0
1422,0
1423,1
1424,0
1425,0
1426,1
1427,1
1428,1
1429,1
1430,0
1431,0
1432,0
1433,1
1434,0
1435,0
1436,0
1437,1
1438,1
1439,1
1440,0
1441,0
1442,1
1443,1
1444,0
1445,0
1446,1
1447,1
1448,1
1449,0
1450,1
1451,0
1452,0
1453,0
1454,1
1455,1
1456,1
1457,1
1458,0
1459,1
1460,1
1461,0
1462,0
1463,1
1464,1
1465,1
1466,0
1467,0
1468,1
1469,1
1470,1
1471,0
1472,1
1473,0
1474,0
1475,0
1476,1
1477,0
1478,0
1479,1
1480,1
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,1
1488,1
1489,1
1490,0
1491,0
1492,0
1493,1
1494,1
1495,0
1496,1
1497,0
1498,1
1499,0
1500,1
1501,1
1502,0
1503,1
1504,1
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,1
1512,0
1513,1
1514,0
1515,0
1516,0
1517,0
1518,1
1519,0
1520,1
1521,0
1522,1
1523,0
1524,1
1525,0
1526,0
1527,1
1528,0
1529,0
1530,1
1531,1
1532,1
1533,0
1534,1
1535,1
1536,1
1537,0
1538,1
1539,0
1540,1
1541,1
1542,1
1543,1
1544,0
1545,1
1546,1
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,1
1554,1
1555,1
1556,1
1557,1
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,1
1565,0
1566,1
1567,1
1568,1
1569,0
1570,1
1571,0
1572,1
1573,0
1574,0
1575,0
1576,0
1577,0
1578,1
1579,0
1580,0
1581,1
1582,0
1583,1
1584,0
1585,1
1586,0
1587,1
1588,1
1589,0
1590,1
1591,0
1592,1
1593,1
1594,0
1595,1
1596,0
1597,1
1598,0
1599,1
1600,1
1601,1
1602,1
1603,0
1604,0
1605,1
1606,0
1607,1
1608,1
1609,0
1610,0
1611,1
1612,1
1613,0
1614,1
1615,1
1616,0
1617,1
1618,0
1619,1
1620,1
1621,0
1622,0
1623,0
1624,0
1625,1
1626,0
1627,1
1628,1
1629,1
1630,1
1631,0
1632,0
1633,1
1634,0
1635,0
1636,1
1637,1
1638,1
1639,1
1640,0
1641,1
1642,1
1643,1
1644,0
1645,0
1646,1
1647,1
1648,1
1649,0
1650,0
1651,1
1652,0
1653,1
1654,1
1655,1
1656,0
1657,0
1658,1
1659,0
1660,1
1661,1
1662,0
1663,0
1664,1
1665,1
1666,1
1667,1
1668,1
1669,1
1670,0
1671,1
1672,0
1673,0
1674,1
1675,0
1676,0
1677,1
1678,0
1679,1
1680,0
1681,0
1682,1
1683,1
1684,0
1685,1
1686,0
1687,1
1688,1
1689,0
1690,1
1691,0
1692,1
1693,1
1694,0
1695,0
1696,1
1697,0
1698,0
1699,0
1700,1
1701,1
1702,1
1703,0
1704,0
1705,1
1706,1
1707,0
1708,1
1709,1
1710,1
1711,1
1712,1
1713,0
1714,0
1715,1
1716,1
1717,1
1718,1
1719,1
1720,1
1721,0
1722,1
1723,0
1724,1
1725,0
1726,1
1727,1
1728,1
1729,1
1730,1
1731,0
1732,0
1733,1
1734,1
1735,0
1736,1
1737,0
1738,0
1739,0
1740,1
1741,1
1742,1
1743,1
1744,1
1745,0
1746,0
1747,0
1748,0
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,0
1756,0
1757,1
1758,0
1759,1
1760,0
1761,0
1762,0
1763,1
1764,1
1765,1
1766,1
1767,0
1768,1
1769,0
1770,1
1771,0
1772,0
1773,0
1774,1
1775,0
1776,1
1777,1
1778,0
1779,1
1780,0
1781,1
1782,0
1783,1
1784,1
1785,1
1786,0
1787,1
1788,1
1789,1
1790,0
1791,1
1792,0
1793,1
1794,1
1795,0
1796,0
1797,1
1798,1
1799,1
1800,1
1801,0
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,1
1809,1
1810,0
1811,1
1812,1
1813,0
1814,1
1815,1
1816,1
1817,0
1818,1
1819,0
1820,0
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,0
1828,0
1829,0
1830,0
1831,1
1832,0
1833,1
1834,1
1835,1
1836,1
1837,0
1838,1
1839,1
1840,0
1841,0
1842,1
1843,1
1844,0
1845,0
1846,0
1847,1
1848,1
1849,0
1850,1
1851,1
1852,0
1853,0
1854,1
1855,1
1856,1
1857,1
1858,0
1859,1
1860,0
1861,0
1862,1
1863,1
1864,0
1865,1
1866,0
1867,1
1868,1
1869,1
1870,1
1871,0
1872,1
1873,1
1874,0
1875,1
1876,1
1877,0
1878,0
1879,0
1880,1
1881,1
1882,1
1883,1
1884,0
1885,0
1886,0
1887,0
1888,1
1889,1
1890,1
1891,1
1892,1
1893,0
1894,1
1895,1
1896,1
1897,0
1898,1
1899,1
1900,1
1901,1
1902,1
1903,1
1904,1
1905,0
1906,0
1907,0
1908,1
1909,1
1910,1
1911,0
1912,1
1913,1
1914,1
1915,0
1916,0
1917,0
1918,1
1919,1
1920,0
1921,0
1922,1
1923,0
1924,1
1925,0
1926,0
1927,1
1928,1
1929,1
1930,0
1931,1
1932,1
1933,0
1934,1
1935,0
1936,1
1937,0
1938,1
1939,1
1940,0
1941,0
1942,1
1943,0
1944,1
1945,0
1946,1
1947,1
1948,0
1949,0
1950,1
1951,1
1952,1
1953,1
1954,1
1955,0
1956,1
1957,1
1958,1
1959,1
1960,0
1961,1
1962,0
1963,0
1964,0
1965,1
1966,0
1967,1
1968,1
1969,0
1970,1
1971,1
1972,0
1973,0
1974,1
1975,1
1976,0
1977,0
1978,1
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,0
1986,1
1987,1
1988,1
1989,1
1990,1
1991,0
1992,1
1993,1
1994,0
1995,1
1996,1
1997,0
1998,1
1999,0
2000,0
2001,1
2002,1
2003,1
2004,0
2005,1
2006,0
2007,1
2008,1
2009,1
2010,1
2011,1
2012,1
2013,1
2014,1
2015,0
2016,0
2017,0
2018,1
2019,1
2020,1
2021,1
2022,1
2023,0
2024,1
2025,1
2026,0
2027,0
2028,0
2029,0
2030,1
2031,1
2032,1
2033,0
2034,0
2035,1
2036,1
2037,1
2038,1
2039,1
2040,0
2041,0
2042,1
2043,1
2044,0
2045,0
2046,0
2047,0
2048,1
2049,1
2050,1
2051,1
2052,0
2053,0
2054,1
2055,1
2056,1
2057,1
2058,1
2059,0
2060,1
2061,1
2062,0
2063,1
2064,0
2065,0
2066,0
2067,1
2068,1
2069,1
2070,1
2071,0
2072,0
2073,1
2074,1
2075,0
2076,0
2077,0
2078,0
2079,0
2080,1
2081,0
2082,0
2083,1
2084,0
2085,1
2086,1
2087,1
2088,0
2089,0
2090,0
2091,1
2092,0
2093,1
2094,1
2095,1
2096,1
2097,0
2098,1
2099,1
2100,0
2101,1
2102,1
2103,0
2104,1
2105,1
2106,1
2107,1
2108,1
2109,0
2110,1
2111,1
2112,0
2113,0
2114,0
2115,0
2116,1
2117,1
2118,1
2119,0
2120,0
2121,0
2122,0
2123,0
2124,0
2125,0
2126,1
2127,1
2128,1
2129,0
2130,1
2131,1
2132,0
2133,1
2134,1
2135,1
2136,0
2137,0
2138,0
2139,1
2140,1
2141,1
2142,1
2143,1
2144,0
2145,0
2146,0
2147,1
2148,0
2149,0
2150,1
2151,0
2152,0
2153,1
2154,1
2155,1
2156,1
2157,0
2158,1
2159,0
2160,1
2161,1
2162,1
2163,1
2164,0
2165,1
2166,0
2167,1
2168,1
2169,1
2170,1
2171,0
2172,1
2173,1
2174,1
2175,0
2176,0
2177,1
2178,1
2179,1
2180,0
2181,1
2182,1
2183,1
2184,0
2185,0
2186,0
2187,1
2188,0
2189,0
2190,1
2191,1
2192,1
2193,0
2194,0
2195,1
2196,1
2197,1
2198,0
2199,0
2200,0
2201,1
2202,0
2203,0
2204,1
2205,1
2206,1
2207,1
2208,1
2209,1
2210,1
2211,1
2212,1
2213,1
2214,1
2215,1
2216,1
2217,0
2218,1
2219,0
2220,0
2221,0
2222,1
2223,0
2224,0
2225,1
2226,1
2227,1
2228,0
2229,1
2230,1
2231,1
2232,0
2233,1
2234,1
2235,0
2236,0
2237,0
2238,1
2239,1
2240,0
2241,1
2242,1
2243,0
2244,0
2245,0
2246,1
2247,1
2248,0
2249,1
2250,1
2251,1
2252,1
2253,1
2254,1
2255,0
2256,1
2257,1
2258,0
2259,0
2260,0
2261,1
2262,0
2263,0
2264,0
2265,0
2266,1
2267,1
2268,0
2269,1
2270,1
2271,0
2272,0
2273,1
2274,0
2275,1
2276,0
2277,0
2278,1
2279,1
2280,1
2281,1
2282,1
2283,0
2284,1
2285,0
2286,0
2287,1
2288,1
2289,1
2290,0
2291,0
2292,0
2293,0
2294,1
2295,1
2296,0
2297,1
2298,1
2299,1
2300,0
2301,1
2302,1
2303,0
2304,0
2305,1
2306,0
2307,0
2308,1
2309,1
2310,0
2311,1
2312,0
2313,0
2314,0
2315,1
2316,0
2317,0
2318,1
2319,1
2320,1
2321,1
2322,1
2323,1
2324,1
2325,1
2326,1
2327,1
2328,1
2329,0
2330,1
2331,0
2332,0
2333,1
2334,0
2335,1
2336,0
2337,0
2338,1
2339,1
2340,0
2341,1
2342,1
2343,0
2344,1
2345,0
2346,0
2347,0
2348,1
2349,0
2350,0
2351,1
2352,1
2353,1
2354,1
2355,1
2356,0
2357,1
2358,1
2359,1
2360,1
2361,0
2362,0
2363,1
2364,1
2365,1
2366,1
2367,1
2368,0
2369,1
2370,1
2371,1
2372,0
2373,1
2374,1
2375,1
2376,0
2377,0
2378,1
2379,1
2380,0
2381,1
2382,1
2383,1
2384,1
2385,1
2386,0
2387,1
2388,0
2389,0
2390,1
2391,1
2392,1
2393,1
2394,1
2395,1
2396,1
2397,0
2398,1
2399,0
2400,1
2401,1
2402,1
2403,0
2404,0
2405,0
2406,1
2407,1
2408,0
2409,0
2410,1
2411,1
2412,1
2413,1
2414,1
2415,1
2416,0
2417,1
2418,1
2419,0
2420,1
2421,0
2422,0
2423,1
2424,1
2425,0
2426,0
2427,0
2428,1
2429,0
2430,1
2431,1
2432,1
2433,1
2434,0
2435,0
2436,0
2437,1
2438,1
2439,1
2440,1
2441,0
2442,1
2443,0
2444,1
2445,0
2446,1
2447,0
2448,1
2449,0
2450,1
2451,1
2452,1
2453,1
2454,1
2455,1
2456,1
2457,0
2458,0
2459,0
2460,0
2461,1
2462,0
2463,1
2464,0
2465,0
2466,1
2467,1
2468,1
2469,0
2470,1
2471,0
2472,1
2473,1
2474,1
2475,1
2476,1
2477,1
2478,0
2479,1
2480,1
2481,1
2482,1
2483,1
2484,0
2485,0
2486,0
2487,0
2488,1
2489,1
2490,0
2491,1
2492,1
2493,1
2494,1
2495,1
2496,1
2497,0
2498,1
2499,0
2500,1
2501,1
2502,1
2503,0
2504,0
2505,1
2506,1
2507,0
2508,1
2509,0
2510,1
2511,1
2512,1
2513,1
2514,1
2515,0
2516,0
2517,1
2518,1
2519,0
2520,1
2521,1
2522,1
2523,1
2524,0
2525,0
2526,1
2527,0
2528,1
2529,1
2530,1
2531,1
2532,1
2533,1
2534,1
2535,1
2536,1
2537,0
2538,0
2539,0
2540,1
2541,1
2542,0
2543,1
2544,1
2545,0
2546,1
2547,0
2548,0
2549,1
2550,0
2551,0
2552,0
2553,1
2554,1
2555,0
2556,0
2557,1
2558,1
2559,1
2560,1
2561,0
2562,1
2563,0
2564,0
2565,0
2566,1
2567,0
2568,0
2569,1
2570,1
2571,1
2572,0
2573,1
2574,0
2575,1
2576,0
2577,1
2578,1
2579,0
2580,1
2581,1
2582,0
2583,1
2584,1
2585,1
2586,1
2587,0
2588,0
2589,1
2590,1
2591,1
2592,1
2593,0
2594,0
2595,1
2596,1
2597,0
2598,1
2599,1
2600,1
2601,1
2602,0
2603,0
2604,0
2605,1
2606,1
2607,1
2608,1
2609,0
2610,0
2611,0
2612,1
2613,1
2614,0
2615,0
2616,1
2617,0
2618,0
2619,1
2620,1
2621,1
2622,1
2623,1
2624,1
2625,1
2626,1
2627,0
2628,0
2629,0
2630,1
2631,1
2632,1
2633,1
2634,0
2635,0
2636,1
2637,0
2638,0
2639,0
2640,1
2641,0
2642,0
2643,1
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,1
2651,0
2652,1
2653,0
2654,0
2655,0
2656,0
2657,1
2658,1
2659,1
2660,1
2661,0
2662,1
2663,1
2664,0
2665,1
2666,0
2667,1
2668,1
2669,1
2670,0
2671,1
2672,1
2673,0
2674,1
2675,1
2676,0
2677,1
2678,0
2679,0
2680,1
2681,1
2682,0
2683,1
2684,1
2685,0
2686,0
2687,0
2688,1
2689,0
2690,1
2691,1
2692,1
2693,1
2694,1
2695,0
2696,1
2697,1
2698,1
2699,0
2700,1
2701,0
2702,1
2703,1
2704,0
2705,1
2706,0
2707,1
2708,1
2709,0
2710,1
2711,1
2712,0
2713,1
2714,0
2715,0
2716,0
2717,1
2718,0
2719,1
2720,0
2721,1
2722,1
2723,0
2724,0
2725,0
2726,0
2727,1
2728,1
2729,1
2730,1
2731,0
2732,1
2733,1
2734,1
2735,0
2736,0
2737,1
2738,1
2739,0
2740,0
2741,1
2742,1
2743,0
2744,1
2745,0
2746,1
2747,0
2748,1
2749,1
2750,0
2751,1
2752,1
2753,1
2754,0
2755,0
2756,0
2757,0
2758,0
2759,1
2760,1
2761,0
2762,1
2763,0
2764,1
2765,0
2766,1
2767,1
2768,0
2769,0
2770,1
2771,1
2772,0
2773,1
2774,1
2775,1
2776,0
2777,0
2778,1
2779,0
2780,0
2781,1
2782,0
2783,1
2784,1
2785,0
2786,0
2787,0
2788,1
2789,1
2790,1
2791,1
2792,1
2793,0
2794,0
2795,1
2796,1
2797,0
2798,0
2799,1
2800,1
2801,0
2802,0
2803,1
2804,1
2805,0
2806,1
2807,0
2808,1
2809,0
2810,0
2811,0
2812,0
2813,0
2814,1
2815,1
2816,1
2817,1
2818,0
2819,1
2820,0
2821,1
2822,1
2823,1
2824,1
2825,1
2826,0
2827,1
2828,1
2829,0
2830,1
2831,1
2832,1
2833,1
2834,0
2835,0
2836,1
2837,1
2838,1
2839,1
2840,1
2841,1
2842,1
2843,1
2844,0
2845,1
2846,0
2847,1
2848,0
2849,0
2850,1
2851,1
2852,1
2853,1
2854,0
2855,0
2856,1
2857,1
2858,1
2859,1
2860,0
2861,0
2862,1
2863,0
2864,1
2865,0
2866,0
2867,0
2868,1
2869,1
2870,1
2871,0
2872,0
2873,0
2874,1
2875,0
2876,1
2877,1
2878,0
2879,1
2880,0
2881,0
2882,1
2883,0
2884,1
2885,1
2886,1
2887,0
2888,0
2889,0
2890,1
2891,1
2892,1
2893,0
2894,0
2895,0
2896,1
2897,1
2898,0
2899,1
2900,0
2901,1
2902,1
2903,1
2904,1
2905,1
2906,0
2907,1
2908,0
2909,1
2910,0
2911,0
2912,0
2913,0
2914,0
2915,1
2916,0
2917,0
2918,0
2919,1
2920,0
2921,1
2922,1
2923,1
2924,1
2925,1
2926,0
2927,1
2928,1
2929,1
2930,0
2931,0
2932,1
2933,0
2934,0
2935,1
2936,0
2937,0
2938,1
2939,1
2940,1
2941,1
2942,1
2943,0
2944,0
2945,1
2946,0
2947,0
2948,1
2949,1
2950,1
2951,1
2952,1
2953,1
2954,0
2955,1
2956,1
2957,0
2958,0
2959,0
2960,1
2961,1
2962,0
2963,1
2964,1
2965,0
2966,0
2967,1
2968,0
2969,1
2970,1
2971,0
2972,0
2973,1
2974,1
2975,0
2976,1
2977,1
2978,0
2979,0
2980,1
2981,1
2982,1
2983,0
2984,0
2985,0
2986,1
2987,1
2988,1
2989,1
2990,1
2991,1
2992,0
2993,1
2994,1
2995,1
2996,1
2997,1
